,FULL.PART.NUMBER,Below.Status,Above.Comp,Website.Name,FULL.PART..NO.STRING,Part.Position,DIV,Division,Water.Filters,Revenue.Generated,X..of.Revenue,Parts.Sold,Purchase.Price..USD.,PartsDirect.Prc,Delta,Position,Website.Manufacturer.Name,Stock.Status,Shipping..USD.,Box.Type
217,046-363-WR12X10625,#N/A,#N/A,Dey Distributing,046363WR12X10625,D. Top 10k - 15k,46,Refrigerators and Freezers,,"$2,105.90 ",0.00%,203,$12.15 ,$12.03 ,-1.00%,At Competition,GE,STOCK,Zip Required,RETAIL
218,046-363-WR12X11010,#N/A,#N/A,Appliance Zone,046363WR12X11010,D. Top 10k - 15k,46,Refrigerators and Freezers,,"$1,870.04 ",0.00%,31,$61.74 ,$62.35 ,0.98%,At Competition,GE,STOCK,6.95,RETAIL
219,046-363-WR17X11267,#N/A,#N/A,eReplacement Parts,046363WR17X11267,D. Top 10k - 15k,46,Refrigerators and Freezers,,"$2,307.57 ",0.00%,122,$21.36 ,$21.72 ,1.66%,At Competition,GE,OOS,Zip Required,RETAIL
220,046-363-WR17X11267,#N/A,#N/A,Partselect,046363WR17X11267,D. Top 10k - 15k,46,Refrigerators and Freezers,,"$2,307.57 ",0.00%,122,$21.36 ,$21.72 ,1.66%,At Competition,GE,STOCK,Zip Required,RETAIL
221,046-363-WR17X11618,#N/A,#N/A,Appliance Zone,046363WR17X11618,D. Top 10k - 15k,46,Refrigerators and Freezers,,"$2,475.20 ",0.00%,46,$51.02 ,$51.36 ,0.66%,At Competition,GE,STOCK,6.95,RETAIL
222,046-363-WR32X10572,#N/A,#N/A,Partselect,046363WR32X10572,D. Top 10k - 15k,46,Refrigerators and Freezers,,"$2,363.86 ",0.00%,21,$117.25 ,$118.99 ,1.46%,At Competition,GE,STOCK,Zip Required,RETAIL
223,046-363-WR57X10022,#N/A,#N/A,Appliance Zone,046363WR57X10022,D. Top 10k - 15k,46,Refrigerators and Freezers,,"$2,416.54 ",0.00%,36,$114.29 ,$114.03 ,-0.23%,At Competition,GE,STOCK,6.95,RETAIL
224,046-363-WR60X10008,#N/A,#N/A,Dey Distributing,046363WR60X10008,D. Top 10k - 15k,46,Refrigerators and Freezers,,"$1,983.76 ",0.00%,21,$111.38 ,$114.16 ,2.44%,At Competition,GE,STOCK,Zip Required,RETAIL
225,046-363-WR60X10168,#N/A,#N/A,Dey Distributing,046363WR60X10168,D. Top 10k - 15k,46,Refrigerators and Freezers,,"$2,233.76 ",0.00%,73,$33.53 ,$34.25 ,2.10%,At Competition,GE,STOCK,Zip Required,RETAIL
226,046-363-WR62X79,#N/A,#N/A,Dey Distributing,046363WR62X79,D. Top 10k - 15k,46,Refrigerators and Freezers,,"$2,947.23 ",0.00%,152,$22.28 ,$21.91 ,-1.69%,At Competition,GE,STOCK,Zip Required,RETAIL
227,022-363-WD21X10077,#N/A,#N/A,AppliancePartsPros,022363WD21X10077,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,314.44 ",0.00%,20,$75.28 ,$73.65 ,-2.21%,At Competition,GE,STOCK,Zip Required,RETAIL
228,022-363-WD21X10389,#N/A,#N/A,AppliancePartsPros,022363WD21X10389,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,734.35 ",0.00%,13,$169.16 ,$171.89 ,1.59%,At Competition,GE,STOCK,Zip Required,RETAIL
229,022-363-WD21X10389,#N/A,#N/A,eReplacement Parts,022363WD21X10389,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,734.35 ",0.00%,13,$175.94 ,$171.89 ,-2.36%,At Competition,GE,OOS,Zip Required,RETAIL
230,022-363-WD22X10047,#N/A,#N/A,Dey Distributing,022363WD22X10047,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,683.09 ",0.00%,67,$25.88 ,$25.75 ,-0.50%,At Competition,GE,STOCK,Zip Required,RETAIL
231,022-363-WD28X10410,#N/A,#N/A,Partselect,022363WD28X10410,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,413.62 ",0.00%,6,$247.30 ,$253.55 ,2.46%,At Competition,GE,STOCK,Zip Required,RETAIL
232,022-363-WD34X11233,#N/A,#N/A,AppliancePartsPros,022363WD34X11233,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,668.41 ",0.00%,8,$292.95 ,$286.41 ,-2.28%,At Competition,GE,STOCK,Zip Required,RETAIL
233,022-364-WB02X11124,#N/A,#N/A,eReplacement Parts,022364WB02X11124,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,419.61 ",0.00%,42,$35.45 ,$35.10 ,-1.00%,At Competition,GE,OOS,Zip Required,RETAIL
234,022-364-WB02X11124,#N/A,#N/A,Partselect,022364WB02X11124,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,419.61 ",0.00%,42,$35.45 ,$35.10 ,-1.00%,At Competition,GE,STOCK,Zip Required,RETAIL
235,022-364-WB03K10035,#N/A,#N/A,Dey Distributing,022364WB03K10035,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,821.15 ",0.00%,47,$38.69 ,$38.81 ,0.31%,At Competition,GE,STOCK,Zip Required,RETAIL
236,022-364-WB07X11020,#N/A,#N/A,AppliancePartsPros,022364WB07X11020,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,436.36 ",0.00%,14,$179.61 ,$177.41 ,-1.24%,At Competition,GE,OOS,Zip Required,RETAIL
237,022-364-WB07X11020,#N/A,#N/A,Partselect,022364WB07X11020,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,436.36 ",0.00%,14,$174.91 ,$177.41 ,1.41%,At Competition,GE,STOCK,Zip Required,RETAIL
238,022-364-WB07X11035,#N/A,#N/A,AppliancePartsPros,022364WB07X11035,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,485.23 ",0.00%,11,$187.86 ,$185.25 ,-1.41%,At Competition,GE,STOCK,Zip Required,RETAIL
239,022-364-WB07X11035,#N/A,#N/A,Partselect,022364WB07X11035,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,485.23 ",0.00%,11,$182.61 ,$185.25 ,1.43%,At Competition,GE,STOCK,Zip Required,RETAIL
240,022-364-WB15K5076,#N/A,#N/A,Dey Distributing,022364WB15K5076,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,356.74 ",0.00%,46,$32.63 ,$33.13 ,1.51%,At Competition,GE,STOCK,Zip Required,RETAIL
241,022-364-WB15X10223,#N/A,#N/A,Dey Distributing,022364WB15X10223,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,416.18 ",0.00%,27,$54.90 ,$54.88 ,-0.04%,At Competition,GE,STOCK,Zip Required,RETAIL
242,022-364-WB16K10053,#N/A,#N/A,AppliancePartsPros,022364WB16K10053,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,365.31 ",0.00%,47,$33.36 ,$33.57 ,0.63%,At Competition,GE,STOCK,Zip Required,RETAIL
243,022-364-WB21X158,#N/A,#N/A,Partselect,022364WB21X158,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,447.63 ",0.00%,23,$70.48 ,$69.37 ,-1.60%,At Competition,GE,STOCK,Zip Required,RETAIL
244,022-364-WB23M8,#N/A,#N/A,AppliancePartsPros,022364WB23M8,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,504.87 ",0.00%,22,$76.30 ,$77.13 ,1.08%,At Competition,GE,STOCK,Zip Required,RETAIL
245,022-364-WB27T10216,#N/A,#N/A,Appliance Zone,022364WB27T10216,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,833.56 ",0.00%,11,$169.75 ,$170.46 ,0.42%,At Competition,GE,STOCK,6.95,RETAIL
246,022-364-WB27T10493,#N/A,#N/A,Appliance Zone,022364WB27T10493,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,385.16 ",0.00%,12,$142.29 ,$143.29 ,0.70%,At Competition,GE,STOCK,6.95,RETAIL
247,022-364-WB27T11351,#N/A,#N/A,eReplacement Parts,022364WB27T11351,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,477.37 ",0.00%,10,$182.80 ,$178.91 ,-2.17%,At Competition,GE,OOS,Zip Required,RETAIL
248,022-364-WB27T11351,#N/A,#N/A,Partselect,022364WB27T11351,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,477.37 ",0.00%,10,$182.80 ,$178.91 ,-2.17%,At Competition,GE,STOCK,Zip Required,RETAIL
249,022-364-WB27X10655,#N/A,#N/A,Partselect,022364WB27X10655,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,401.05 ",0.00%,10,$215.27 ,$216.90 ,0.75%,At Competition,GE,STOCK,Zip Required,RETAIL
250,022-364-WB27X10933,#N/A,#N/A,Dey Distributing,022364WB27X10933,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,504.81 ",0.00%,12,$164.60 ,$165.48 ,0.53%,At Competition,GE,STOCK,Zip Required,RETAIL
251,022-364-WB28K10025,#N/A,#N/A,eReplacement Parts,022364WB28K10025,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,689.50 ",0.00%,226,$8.75 ,$8.89 ,1.57%,At Competition,GE,OOS,Zip Required,RETAIL
252,022-364-WB28K10025,#N/A,#N/A,Partselect,022364WB28K10025,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,689.50 ",0.00%,226,$8.75 ,$8.89 ,1.57%,At Competition,GE,STOCK,Zip Required,RETAIL
253,022-364-WB29K27,#N/A,#N/A,AppliancePartsPros,022364WB29K27,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,508.78 ",0.00%,28,$60.58 ,$59.75 ,-1.39%,At Competition,GE,OOS,Zip Required,RETAIL
254,022-364-WB30K5019,#N/A,#N/A,AppliancePartsPros,022364WB30K5019,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,623.03 ",0.00%,18,$96.71 ,$98.66 ,1.98%,At Competition,GE,STOCK,Zip Required,RETAIL
255,022-364-WB30T10005,#N/A,#N/A,Partselect,022364WB30T10005,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,587.91 ",0.00%,19,$96.32 ,$98.61 ,2.32%,At Competition,GE,STOCK,Zip Required,RETAIL
256,022-364-WB30X5157,#N/A,#N/A,AppliancePartsPros,022364WB30X5157,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,422.73 ",0.00%,19,$81.08 ,$81.20 ,0.15%,At Competition,GE,STOCK,Zip Required,RETAIL
257,022-364-WB30X5157,#N/A,#N/A,Partselect,022364WB30X5157,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,422.73 ",0.00%,19,$82.43 ,$81.20 ,-1.51%,At Competition,GE,STOCK,Zip Required,RETAIL
258,022-364-WB36T10514,#N/A,#N/A,AppliancePartsPros,022364WB36T10514,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,808.82 ",0.00%,6,$469.27 ,$463.59 ,-1.23%,At Competition,GE,STOCK,Zip Required,RETAIL
259,022-364-WB36T10514,#N/A,#N/A,Partselect,022364WB36T10514,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,808.82 ",0.00%,6,$458.30 ,$463.59 ,1.14%,At Competition,GE,STOCK,Zip Required,RETAIL
260,022-364-WB36T10517,#N/A,#N/A,AppliancePartsPros,022364WB36T10517,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,464.53 ",0.00%,4,$589.12 ,$589.83 ,0.12%,At Competition,GE,OOS,Zip Required,RETAIL
261,022-364-WB36T10543,#N/A,#N/A,AppliancePartsPros,022364WB36T10543,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,693.86 ",0.00%,7,$413.71 ,$414.97 ,0.30%,At Competition,GE,OOS,Zip Required,RETAIL
262,022-364-WB41T10003,#N/A,#N/A,Appliance Zone,022364WB41T10003,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,694.99 ",0.00%,33,$54.19 ,$55.35 ,2.10%,At Competition,GE,STOCK,6.95,RETAIL
263,022-364-WB49X10019,#N/A,#N/A,Partstore,022364WB49X10019,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,397.23 ",0.00%,13,$132.38 ,$131.22 ,-0.88%,At Competition,GE,OOS,Zip Required,RETAIL
264,022-364-WB55X10429,#N/A,#N/A,AppliancePartsPros,022364WB55X10429,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,705.63 ",0.00%,9,$257.91 ,$258.53 ,0.24%,At Competition,GE,OOS,Zip Required,RETAIL
265,022-364-WB57K5327,#N/A,#N/A,Appliance Zone,022364WB57K5327,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,285.76 ",0.00%,16,$89.52 ,$88.35 ,-1.32%,At Competition,GE,STOCK,6.95,RETAIL
266,022-364-WB62T10628,#N/A,#N/A,AppliancePartsPros,022364WB62T10628,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,802.32 ",0.00%,6,$472.00 ,$465.56 ,-1.38%,At Competition,GE,OOS,Zip Required,RETAIL
267,022-364-WB62T10628,#N/A,#N/A,Partselect,022364WB62T10628,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,802.32 ",0.00%,6,$460.02 ,$465.56 ,1.19%,At Competition,GE,STOCK,Zip Required,RETAIL
268,026-363-WH12X10138,#N/A,#N/A,Appliance Zone,026363WH12X10138,E. Top 15k - 20k,26,Laundry Appliances,,"$1,358.93 ",0.00%,8,$254.75 ,$258.02 ,1.27%,At Competition,GE,STOCK,6.95,RETAIL
269,026-363-WH12X10138,#N/A,#N/A,AppliancePartsPros,026363WH12X10138,E. Top 15k - 20k,26,Laundry Appliances,,"$1,358.93 ",0.00%,8,$262.37 ,$258.02 ,-1.69%,At Competition,GE,STOCK,Zip Required,RETAIL
270,026-363-WH12X1015,#N/A,#N/A,Partselect,026363WH12X1015,E. Top 15k - 20k,26,Laundry Appliances,,"$1,410.28 ",0.00%,12,$190.07 ,$190.11 ,0.02%,At Competition,GE,STOCK,Zip Required,RETAIL
271,026-363-WH12X10476,#N/A,#N/A,AppliancePartsPros,026363WH12X10476,E. Top 15k - 20k,26,Laundry Appliances,,"$1,530.97 ",0.00%,69,$25.00 ,$24.81 ,-0.77%,At Competition,GE,STOCK,Zip Required,RETAIL
272,026-363-WH12X10479,#N/A,#N/A,AppliancePartsPros,026363WH12X10479,E. Top 15k - 20k,26,Laundry Appliances,,"$1,811.05 ",0.00%,83,$24.98 ,$24.90 ,-0.32%,At Competition,GE,STOCK,Zip Required,RETAIL
273,046-363-GFSFR02,#N/A,#N/A,Partselect,046363GFSFR02,E. Top 15k - 20k,46,Refrigerators and Freezers,FILTER,"$1,695.96 ",0.00%,38,$57.66 ,$56.53 ,-2.00%,At Competition,GE,STOCK,Zip Required,BUNDLE
274,046-363-WR12X10106,#N/A,#N/A,AppliancePartsPros,046363WR12X10106,E. Top 15k - 20k,46,Refrigerators and Freezers,,"$1,504.49 ",0.00%,37,$40.19 ,$41.06 ,2.12%,At Competition,GE,STOCK,Zip Required,RETAIL
275,046-363-WR17X11890,#N/A,#N/A,eReplacement Parts,046363WR17X11890,E. Top 15k - 20k,46,Refrigerators and Freezers,,"$1,356.27 ",0.00%,201,$7.89 ,$7.79 ,-1.28%,At Competition,GE,OOS,Zip Required,RETAIL
276,046-363-WR17X11890,#N/A,#N/A,Partselect,046363WR17X11890,E. Top 15k - 20k,46,Refrigerators and Freezers,,"$1,356.27 ",0.00%,201,$7.89 ,$7.79 ,-1.28%,At Competition,GE,STOCK,Zip Required,RETAIL
277,046-363-WR32X886,#N/A,#N/A,AppliancePartsPros,046363WR32X886,E. Top 15k - 20k,46,Refrigerators and Freezers,,"$1,667.63 ",0.00%,19,$92.76 ,$92.77 ,0.01%,At Competition,GE,STOCK,Zip Required,RETAIL
278,046-363-WR55X10562,#N/A,#N/A,Appliance Zone,046363WR55X10562,E. Top 15k - 20k,46,Refrigerators and Freezers,,"$1,576.94 ",0.00%,20,$76.22 ,$76.13 ,-0.12%,At Competition,GE,STOCK,6.95,RETAIL
279,046-363-WR72X241,#N/A,#N/A,AppliancePartsPros,046363WR72X241,E. Top 15k - 20k,46,Refrigerators and Freezers,,"$1,603.60 ",0.00%,110,$15.05 ,$15.24 ,1.25%,At Competition,GE,STOCK,Zip Required,RETAIL
280,022-363-WD15X10004,#N/A,#N/A,Dey Distributing,022363WD15X10004,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,398.01 ",0.00%,28,$57.60 ,$56.60 ,-1.77%,At Competition,GE,STOCK,Zip Required,RETAIL
281,022-363-WD15X10015,#N/A,#N/A,Dey Distributing,022363WD15X10015,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,364.42 ",0.00%,76,$21.60 ,$21.27 ,-1.55%,At Competition,GE,STOCK,Zip Required,RETAIL
282,022-363-WD15X10015,#N/A,#N/A,Partselect,022363WD15X10015,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,364.42 ",0.00%,76,$20.96 ,$21.27 ,1.46%,At Competition,GE,STOCK,Zip Required,RETAIL
283,022-363-WD19X10032,#N/A,#N/A,eReplacement Parts,022363WD19X10032,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,535.39 ",0.00%,67,$35.10 ,$34.90 ,-0.57%,At Competition,GE,OOS,Zip Required,RETAIL
284,022-363-WD26X10048,#N/A,#N/A,Dey Distributing,022363WD26X10048,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,355.52 ",0.00%,25,$54.45 ,$55.84 ,2.49%,At Competition,GE,STOCK,Zip Required,RETAIL
285,022-363-WD31X10025,#N/A,#N/A,eReplacement Parts,022363WD31X10025,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,322.10 ",0.00%,28,$46.55 ,$46.48 ,-0.15%,At Competition,GE,OOS,Zip Required,RETAIL
286,022-363-WD31X10025,#N/A,#N/A,Partselect,022363WD31X10025,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,322.10 ",0.00%,28,$46.55 ,$46.48 ,-0.15%,At Competition,GE,STOCK,Zip Required,RETAIL
287,022-364-WB03T10160,#N/A,#N/A,Partselect,022364WB03T10160,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,520.73 ",0.00%,60,$27.12 ,$26.58 ,-2.03%,At Competition,GE,STOCK,Zip Required,RETAIL
288,022-364-WB03T10267,#N/A,#N/A,Dey Distributing,022364WB03T10267,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,420.93 ",0.00%,78,$20.03 ,$20.36 ,1.62%,At Competition,GE,STOCK,Zip Required,RETAIL
289,022-364-WB04T10050,#N/A,#N/A,Dey Distributing,022364WB04T10050,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,457.45 ",0.00%,48,$30.15 ,$30.40 ,0.82%,At Competition,GE,STOCK,Zip Required,RETAIL
290,022-364-WB06X10705,#N/A,#N/A,Dey Distributing,022364WB06X10705,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,276.29 ",0.00%,63,$21.83 ,$22.28 ,2.02%,At Competition,GE,STOCK,Zip Required,RETAIL
291,022-364-WB07X11033,#N/A,#N/A,Partselect,022364WB07X11033,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,425.31 ",0.00%,11,$193.36 ,$198.07 ,2.38%,At Competition,GE,STOCK,Zip Required,RETAIL
292,022-364-WB14T10006,#N/A,#N/A,Dey Distributing,022364WB14T10006,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,495.49 ",0.00%,26,$66.60 ,$68.04 ,2.12%,At Competition,GE,STOCK,Zip Required,RETAIL
293,022-364-WB15X10082,#N/A,#N/A,AppliancePartsPros,022364WB15X10082,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,423.91 ",0.00%,19,$76.07 ,$75.40 ,-0.89%,At Competition,GE,OOS,Zip Required,RETAIL
294,022-364-WB16K10058,#N/A,#N/A,eReplacement Parts,022364WB16K10058,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,499.25 ",0.00%,20,$87.55 ,$89.71 ,2.41%,At Competition,GE,OOS,Zip Required,RETAIL
295,022-364-WB16K10058,#N/A,#N/A,M&D Mower and Appliance,022364WB16K10058,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,499.25 ",0.00%,20,$88.75 ,$89.71 ,1.07%,At Competition,GE,STOCK,Zip Required,RETAIL
296,022-364-WB16K10058,#N/A,#N/A,Partselect,022364WB16K10058,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,499.25 ",0.00%,20,$87.55 ,$89.71 ,2.41%,At Competition,GE,STOCK,Zip Required,RETAIL
297,022-364-WB16T10046,#N/A,#N/A,M&D Mower and Appliance,022364WB16T10046,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,535.09 ",0.00%,88,$22.05 ,$21.95 ,-0.46%,At Competition,GE,STOCK,Zip Required,RETAIL
298,022-364-WB18T10388,#N/A,#N/A,AppliancePartsPros,022364WB18T10388,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,601.27 ",0.00%,21,$91.42 ,$93.39 ,2.11%,At Competition,GE,STOCK,Zip Required,RETAIL
299,022-364-WB18T10388,#N/A,#N/A,Partselect,022364WB18T10388,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,601.27 ",0.00%,21,$94.08 ,$93.39 ,-0.74%,At Competition,GE,STOCK,Zip Required,RETAIL
300,022-364-WB20K10013,#N/A,#N/A,Partselect,022364WB20K10013,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,388.02 ",0.00%,17,$107.45 ,$105.67 ,-1.68%,At Competition,GE,STOCK,Zip Required,RETAIL
301,022-364-WB21X5354,#N/A,#N/A,Partselect,022364WB21X5354,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,497.60 ",0.00%,13,$139.68 ,$140.30 ,0.44%,At Competition,GE,STOCK,Zip Required,RETAIL
302,022-364-WB27K10140,#N/A,#N/A,Partselect,022364WB27K10140,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,594.17 ",0.00%,20,$104.41 ,$103.37 ,-1.01%,At Competition,GE,STOCK,Zip Required,RETAIL
303,022-364-WB27K10176,#N/A,#N/A,Partselect,022364WB27K10176,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,432.09 ",0.00%,10,$202.45 ,$205.71 ,1.58%,At Competition,GE,STOCK,Zip Required,RETAIL
304,022-364-WB27K10358,#N/A,#N/A,Dey Distributing,022364WB27K10358,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,624.35 ",0.00%,23,$80.10 ,$79.84 ,-0.33%,At Competition,GE,STOCK,Zip Required,RETAIL
305,022-364-WB27T10207,#N/A,#N/A,Partselect,022364WB27T10207,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,713.68 ",0.00%,8,$314.16 ,$313.87 ,-0.09%,At Competition,GE,STOCK,Zip Required,RETAIL
306,022-364-WB27T10269,#N/A,#N/A,Partselect,022364WB27T10269,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,713.31 ",0.00%,9,$262.68 ,$266.89 ,1.58%,At Competition,GE,STOCK,Zip Required,RETAIL
307,022-364-WB27T10480,#N/A,#N/A,eReplacement Parts,022364WB27T10480,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,471.12 ",0.00%,11,$184.38 ,$188.10 ,1.98%,At Competition,GE,OOS,Zip Required,RETAIL
308,022-364-WB27T10480,#N/A,#N/A,Partselect,022364WB27T10480,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,471.12 ",0.00%,11,$184.38 ,$188.10 ,1.98%,At Competition,GE,STOCK,Zip Required,RETAIL
309,022-364-WB27X10604,#N/A,#N/A,eReplacement Parts,022364WB27X10604,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,696.43 ",0.00%,9,$326.54 ,$330.71 ,1.26%,At Competition,GE,OOS,Zip Required,RETAIL
310,022-364-WB27X10604,#N/A,#N/A,Partselect,022364WB27X10604,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,696.43 ",0.00%,9,$326.54 ,$330.71 ,1.26%,At Competition,GE,STOCK,Zip Required,RETAIL
311,022-364-WB29K10023,#N/A,#N/A,eReplacement Parts,022364WB29K10023,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,571.47 ",0.00%,249,$8.98 ,$9.12 ,1.54%,At Competition,GE,OOS,Zip Required,RETAIL
312,022-364-WB29K10023,#N/A,#N/A,Partselect,022364WB29K10023,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,571.47 ",0.00%,249,$8.98 ,$9.12 ,1.54%,At Competition,GE,STOCK,Zip Required,RETAIL
313,022-364-WB29K47,#N/A,#N/A,Partselect,022364WB29K47,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,660.69 ",0.00%,32,$58.73 ,$59.80 ,1.79%,At Competition,GE,STOCK,Zip Required,RETAIL
314,022-364-WB2X9697,#N/A,#N/A,AppliancePartsPros,022364WB2X9697,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,595.53 ",0.00%,14,$123.00 ,$125.82 ,2.24%,At Competition,GE,STOCK,Zip Required,RETAIL
315,022-364-WB2X9697,#N/A,#N/A,Partselect,022364WB2X9697,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,595.53 ",0.00%,14,$124.95 ,$125.82 ,0.69%,At Competition,GE,STOCK,Zip Required,RETAIL
316,022-364-WB2X9761,#N/A,#N/A,Dey Distributing,022364WB2X9761,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,570.18 ",0.00%,28,$58.28 ,$59.50 ,2.05%,At Competition,GE,STOCK,Zip Required,RETAIL
317,022-364-WB30T10096,#N/A,#N/A,eReplacement Parts,022364WB30T10096,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,364.69 ",0.00%,10,$180.04 ,$177.74 ,-1.29%,At Competition,GE,OOS,Zip Required,RETAIL
318,022-364-WB30T10096,#N/A,#N/A,Partselect,022364WB30T10096,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,364.69 ",0.00%,10,$180.04 ,$177.74 ,-1.29%,At Competition,GE,STOCK,Zip Required,RETAIL
319,022-364-WB30T10106,#N/A,#N/A,Partselect,022364WB30T10106,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,821.13 ",0.00%,16,$152.56 ,$156.44 ,2.48%,At Competition,GE,STOCK,Zip Required,RETAIL
320,022-364-WB30T10108,#N/A,#N/A,eReplacement Parts,022364WB30T10108,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,527.54 ",0.00%,34,$46.12 ,$46.94 ,1.75%,At Competition,GE,OOS,Zip Required,RETAIL
321,022-364-WB30T10108,#N/A,#N/A,Partselect,022364WB30T10108,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,527.54 ",0.00%,34,$46.12 ,$46.94 ,1.75%,At Competition,GE,STOCK,Zip Required,RETAIL
322,022-364-WB30T10109,#N/A,#N/A,eReplacement Parts,022364WB30T10109,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,711.01 ",0.00%,34,$56.39 ,$56.84 ,0.79%,At Competition,GE,OOS,Zip Required,RETAIL
323,022-364-WB31K10053,#N/A,#N/A,Partselect,022364WB31K10053,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,348.52 ",0.00%,49,$30.55 ,$30.71 ,0.52%,At Competition,GE,STOCK,Zip Required,RETAIL
324,022-364-WB31K10101,#N/A,#N/A,Partselect,022364WB31K10101,E. Top 15k - 20k,22,Large Kitchen Appliances,,"$1,530.52 ",0.00%,40,$45.29 ,$45.18 ,-0.24%,At Competition,GE,STOCK,Zip Required,RETAIL
